,Region,Residence.Type,Family.Composition,Population.Base,Sex,Age,Marital.Status,Student,Country.of.Birth,Health,Ethnic.Group,Religion,Economic.Activity,Occupation,Industry,Hours.worked.per.week,Approximated.Social.Grade
97389,5,1,1,0,0,3,1,1,0,0,0,1,9,9,2,1,2
97390,1,1,1,0,1,7,0,1,0,1,0,1,9,2,11,4,3
97391,3,1,4,0,1,4,0,1,0,0,0,8,0,9,10,4,3
97392,6,1,1,0,1,0,0,0,0,2,0,8,9,5,6,4,0
97393,9,1,1,0,1,5,1,1,0,2,5,1,4,5,9,4,1
97394,3,1,6,0,0,5,1,1,0,1,1,1,4,9,2,4,0
97395,7,1,2,0,1,2,0,1,0,0,0,0,9,4,9,1,2
97396,7,1,1,0,0,4,0,1,0,0,0,1,4,2,3,4,1
97397,6,1,1,0,1,3,0,1,0,0,0,3,4,9,8,0,1
97398,4,1,1,0,0,4,1,0,0,1,0,0,9,5,2,4,3
97399,0,1,1,0,1,4,0,1,0,0,5,1,9,9,7,3,1
97400,3,1,1,0,1,0,0,0,1,0,0,1,0,1,5,2,1
97401,7,1,4,0,1,1,0,1,0,0,0,1,1,4,3,3,4
97402,3,1,1,0,0,4,1,1,0,0,0,5,0,4,0,4,0
97403,5,1,5,0,1,1,0,1,0,0,5,3,0,9,1,3,0
97404,7,1,1,0,0,0,1,0,0,2,0,1,5,0,6,0,1
97405,6,1,1,0,0,3,4,1,0,2,0,1,9,9,9,3,4
97406,2,1,1,0,0,1,1,1,0,4,0,1,4,9,9,2,2
97407,3,1,1,0,1,0,1,1,1,2,0,1,2,3,8,4,4
97408,7,1,1,0,1,1,0,0,0,1,0,1,0,9,9,4,2
97409,6,1,1,0,1,2,0,1,0,0,0,1,9,8,9,1,1
97410,8,1,5,0,1,0,1,1,0,1,0,0,0,6,10,2,3
97411,4,1,1,0,0,3,0,1,0,0,0,8,0,2,7,1,3
97412,0,1,0,0,0,0,1,1,0,2,0,3,4,8,9,4,2
97413,1,1,1,0,1,2,0,1,1,0,0,1,3,8,5,1,4
97414,6,1,1,0,1,0,0,1,0,0,0,8,6,3,10,2,4
97415,4,1,4,0,1,2,1,0,0,0,0,0,9,1,9,1,3
97416,6,1,1,0,1,6,1,1,0,1,0,0,4,9,5,4,1
97417,7,1,4,0,0,6,1,1,0,5,0,1,1,4,4,4,0
97418,5,1,2,0,0,4,1,1,0,1,0,0,1,3,9,0,3
97419,3,1,1,1,0,0,2,1,0,0,0,0,2,0,3,0,1
97420,3,1,1,0,0,0,3,1,0,0,0,0,0,2,1,3,2
97421,3,1,1,0,1,0,0,0,0,1,0,1,0,9,1,2,1
97422,7,1,1,0,0,0,1,1,0,1,0,3,0,5,11,4,1
97423,8,1,3,0,0,2,1,0,1,2,0,1,1,9,8,4,3
97424,3,1,1,0,0,7,1,1,0,0,0,1,4,1,3,4,0
97425,7,1,1,0,0,5,0,1,0,0,0,1,0,9,12,4,2
97426,1,1,2,0,0,1,0,1,0,0,0,1,4,0,1,2,0
97427,0,1,2,0,1,7,0,1,0,1,0,1,0,9,1,4,3
97428,3,1,3,0,0,1,0,1,0,0,0,8,9,2,9,4,3
97429,6,1,1,0,1,0,1,1,1,0,0,2,9,0,6,4,2
97430,4,1,1,0,1,0,1,1,0,3,1,5,1,9,9,3,1
97431,7,1,1,0,0,7,0,1,0,0,0,5,4,4,9,0,4
97432,9,1,1,1,1,4,3,1,0,2,0,1,0,9,5,4,1
97433,8,1,1,0,0,0,0,1,0,1,0,8,0,9,9,4,2
97434,9,1,1,0,0,4,0,1,0,1,0,0,4,6,3,2,2
97435,1,1,1,0,0,5,1,1,0,1,0,1,4,3,5,3,4
97436,3,1,6,0,0,2,0,0,0,0,0,0,4,1,11,4,2
97437,3,1,4,0,1,2,1,1,0,1,2,1,9,2,7,4,4
97438,1,1,1,0,1,6,3,1,0,0,0,1,0,1,12,4,1
97439,7,1,4,0,0,0,3,1,0,0,0,1,0,3,10,2,1
97440,2,1,4,0,1,0,0,1,0,1,0,1,0,8,9,1,1
97441,7,1,1,0,0,3,1,1,1,0,0,1,2,4,5,2,3
97442,2,1,4,0,0,1,0,0,0,1,0,5,6,3,11,2,1
97443,0,1,1,0,1,4,0,1,0,0,0,1,3,6,12,3,2
97444,6,1,1,1,0,0,1,0,1,1,0,1,0,1,7,3,1
97445,4,1,0,0,1,4,1,1,0,0,0,3,0,4,7,2,1
97446,8,1,2,0,0,5,1,1,0,0,0,1,3,9,9,1,1
97447,7,1,1,0,0,1,1,1,0,0,0,1,6,2,3,2,2
97448,0,1,1,0,0,5,3,1,1,0,0,0,4,2,12,2,2
97449,7,1,1,0,0,5,2,1,0,0,0,1,0,1,4,1,3
97450,3,1,4,0,0,5,1,0,0,2,0,0,2,1,9,4,3
97451,7,1,4,0,0,1,0,1,0,0,0,1,4,7,12,4,4
97452,9,1,1,0,1,0,1,1,0,1,0,1,9,4,5,3,4
97453,5,1,1,0,0,3,1,1,1,0,0,1,0,8,9,4,2
97454,5,1,0,0,0,3,3,1,0,1,0,1,8,1,1,4,2
97455,1,1,1,0,0,4,0,1,0,3,0,1,4,3,9,3,1
97456,1,1,0,0,0,5,0,1,0,1,0,3,0,7,11,1,0
97457,8,1,1,0,1,2,0,1,0,0,0,1,2,5,3,4,1
97458,2,1,6,0,0,6,0,0,0,0,0,8,0,4,2,4,3
97459,3,1,3,0,1,4,1,1,0,2,0,1,0,1,7,3,2
97460,2,1,2,0,0,6,0,1,0,1,0,1,0,5,11,4,3
97461,8,1,1,0,1,6,0,0,0,0,0,1,9,2,10,1,2
97462,2,1,4,0,0,6,0,1,0,0,0,1,0,2,9,4,4
97463,8,1,4,0,0,4,1,1,0,0,0,9,1,9,6,4,4
97464,4,1,4,0,1,3,1,1,1,0,3,0,1,9,3,2,4
97465,6,1,2,0,1,5,1,0,0,1,0,1,5,0,7,1,1
97466,5,1,0,0,1,7,1,1,0,2,0,8,9,0,4,4,4
97467,6,1,1,0,0,3,0,1,0,0,3,1,9,6,1,4,1
97468,9,1,1,0,0,0,1,1,0,2,0,0,4,3,6,0,4
97469,2,1,1,0,1,4,1,1,0,0,0,0,0,9,1,4,0
97470,4,0,1,0,0,3,4,0,0,0,0,0,0,8,10,4,1
97471,7,1,4,0,1,2,1,1,0,0,0,8,4,9,2,4,3
97472,8,1,1,0,0,0,0,1,1,2,0,1,0,4,3,4,3
97473,3,1,4,0,0,6,0,1,1,3,0,1,9,9,5,2,2
97474,6,1,1,0,1,4,1,1,0,3,0,1,4,2,9,2,4
97475,4,1,1,0,1,3,1,1,0,1,0,1,0,3,11,4,3
97476,7,1,1,1,0,1,1,1,0,0,0,0,9,4,7,4,4
97477,6,1,1,0,1,3,1,1,0,1,3,1,4,9,10,4,1
97478,4,1,0,0,0,1,1,0,0,1,0,1,4,4,6,1,0
97479,1,1,1,0,1,3,1,1,0,1,0,0,4,7,9,2,1
97480,1,1,0,0,1,1,1,0,1,1,1,1,4,2,3,2,2
97481,6,1,1,0,0,2,3,1,0,2,0,1,4,7,10,2,4
97482,1,1,0,0,0,3,0,1,0,1,0,1,0,9,1,4,0
97483,8,1,1,0,0,2,0,0,0,1,0,1,0,8,3,1,3
97484,2,1,1,0,0,5,0,1,0,0,0,8,9,5,9,4,4
97485,7,1,1,0,1,2,1,1,0,2,0,1,0,9,3,4,4
97486,0,1,1,0,0,7,0,1,0,1,0,0,9,9,9,4,1
97487,5,1,4,0,1,3,0,1,0,2,0,0,0,4,1,4,4
97488,2,1,1,0,1,6,1,0,0,1,0,1,4,2,9,4,0
97489,2,1,1,0,0,3,1,1,0,1,0,1,1,5,3,4,1
97490,2,1,3,0,0,0,1,1,0,0,0,0,4,9,9,0,3
97491,7,1,1,0,0,1,0,1,0,2,0,1,6,2,7,2,1
97492,2,1,1,0,1,5,1,1,0,2,0,1,9,9,1,2,1
97493,1,1,1,0,1,3,1,0,0,4,0,0,9,1,12,2,4
97494,2,1,6,0,0,0,1,0,0,3,0,1,0,0,9,4,3
97495,8,1,4,0,0,2,1,1,0,1,0,1,1,9,9,2,4
97496,0,1,0,0,0,1,0,1,0,1,0,1,0,9,7,4,4
97497,3,1,0,0,0,4,1,1,0,0,0,0,0,4,11,2,1
97498,8,1,1,0,1,0,1,1,0,2,0,1,9,9,12,0,3
97499,6,1,1,0,0,5,0,1,0,0,0,0,4,9,2,4,1
97500,7,1,2,0,1,1,2,0,0,1,0,8,2,9,9,4,4
97501,8,1,1,0,1,2,0,0,0,0,0,1,0,3,12,4,3
97502,6,1,0,0,1,4,1,1,0,0,0,0,0,9,9,4,1
97503,6,1,1,0,1,0,1,1,0,1,0,1,9,6,11,3,3
97504,6,1,1,0,0,3,1,0,0,0,0,1,9,7,9,4,0
97505,1,1,1,0,1,5,0,1,0,0,2,0,9,4,6,4,4
97506,7,1,1,0,1,3,0,0,0,1,0,1,0,8,3,1,1
97507,3,1,0,0,1,4,0,1,1,2,0,0,0,2,10,1,4
97508,0,1,1,0,0,3,0,1,0,1,0,1,9,4,11,4,0
97509,0,1,0,0,1,0,0,1,0,2,0,1,0,9,8,0,4
97510,2,1,1,0,0,0,0,0,0,0,0,1,5,9,7,4,2
97511,5,1,2,0,0,5,1,1,0,0,0,0,0,4,2,3,0
97512,8,1,1,0,1,0,4,1,0,0,0,0,4,0,9,2,2
97513,2,1,2,0,1,5,0,1,0,5,0,8,0,4,9,4,1
97514,0,1,2,0,0,3,0,1,0,1,2,0,0,2,10,4,1
97515,7,1,1,0,0,5,1,1,0,3,2,0,4,6,5,4,3
97516,2,1,1,0,0,5,0,1,0,0,0,1,0,2,9,2,0
97517,4,1,0,0,1,1,1,1,0,2,0,0,0,3,6,2,3
97518,7,1,1,0,0,5,1,1,0,2,2,1,9,6,9,4,1
97519,8,1,1,0,0,0,1,1,1,1,0,1,6,6,3,4,3
97520,3,1,2,0,1,3,2,1,0,1,2,4,9,9,12,2,2
97521,4,1,1,0,0,3,1,1,0,0,0,1,2,8,10,4,4
97522,9,1,1,0,1,1,1,1,0,0,0,1,1,1,9,3,4
97523,8,1,0,0,1,3,1,1,0,0,0,2,0,4,5,3,1
97524,2,1,0,0,0,3,0,1,2,0,0,0,0,4,10,4,3
97525,2,1,1,0,0,1,1,0,1,0,0,9,0,4,8,2,4
97526,6,1,1,0,1,7,1,1,0,1,0,1,5,5,9,4,3
97527,3,1,1,0,0,1,0,0,0,0,0,1,0,2,11,4,0
97528,5,1,1,0,1,2,1,1,1,0,1,1,0,0,7,2,4
97529,6,1,0,0,0,0,4,1,0,0,0,0,4,5,1,4,3
97530,5,1,1,0,1,3,0,1,1,1,0,5,0,8,4,1,1
97531,7,1,1,0,0,1,1,1,0,5,0,0,0,1,7,4,2
97532,7,1,2,0,1,2,0,0,0,2,0,3,0,9,9,2,2
97533,7,1,2,0,0,2,1,1,0,2,0,1,0,9,3,4,2
97534,8,1,1,0,1,2,1,0,0,1,2,0,9,6,3,3,1
97535,7,1,1,0,1,4,1,1,0,0,0,0,4,9,9,2,1
97536,8,1,2,0,0,0,1,1,0,1,0,1,0,1,1,4,4
97537,5,1,1,0,0,5,1,0,0,0,0,1,0,1,9,1,4
97538,2,1,1,0,1,2,0,1,1,0,0,0,1,9,11,2,0
97539,2,1,1,0,1,2,0,1,0,1,2,1,0,8,6,2,1
97540,3,1,1,0,0,0,0,1,0,1,0,1,3,3,9,2,1
97541,7,1,1,0,0,4,1,0,0,2,0,8,9,5,5,3,2
97542,3,1,6,0,0,7,4,1,0,0,0,0,0,9,1,2,3
97543,4,1,4,0,1,4,1,0,0,2,0,0,4,9,4,2,0
97544,9,1,4,0,1,4,1,1,0,1,0,1,1,0,11,4,3
97545,1,1,4,0,1,1,0,1,0,0,0,1,4,4,5,1,4
97546,1,1,1,0,1,4,1,1,2,0,3,1,1,4,3,0,1
97547,1,1,5,0,1,0,1,1,0,1,0,1,4,8,9,4,2
97548,8,1,1,0,0,0,0,1,1,1,0,1,4,9,1,4,1
97549,1,1,1,0,1,4,0,1,0,0,0,0,4,0,11,4,1
97550,2,1,2,0,1,4,0,1,0,1,0,1,7,6,2,4,4
97551,6,1,1,0,1,3,0,1,0,0,0,1,2,8,8,4,4
97552,2,1,6,0,1,4,1,1,0,0,0,8,9,0,1,1,0
97553,5,1,2,0,1,6,0,0,0,1,4,0,1,9,11,3,1
97554,9,1,0,0,0,2,1,1,0,0,2,0,4,5,2,4,0
97555,8,1,2,0,0,3,0,1,0,0,5,5,6,0,9,4,4
97556,7,1,1,0,1,3,0,1,0,1,0,1,9,2,4,3,3
97557,0,1,1,0,0,2,0,1,0,1,2,1,0,1,9,4,4
97558,7,1,0,0,1,0,0,0,0,0,0,1,8,2,8,2,1
97559,5,1,0,0,1,2,4,0,1,2,0,0,8,4,8,4,1
97560,5,1,2,0,1,2,0,1,0,0,0,1,4,7,8,4,3
97561,2,1,2,0,1,2,1,1,0,1,0,0,0,9,1,3,2
97562,8,1,1,0,0,1,1,1,0,0,0,1,0,3,9,4,4
97563,5,1,4,0,1,2,0,1,0,1,0,1,9,0,9,4,2
97564,3,1,1,0,1,6,0,1,0,0,0,1,9,5,5,4,1
97565,5,1,2,0,1,2,0,1,0,4,2,1,9,3,8,4,1
97566,1,1,1,0,0,0,1,1,0,0,0,1,9,9,9,4,1
97567,6,1,1,0,1,3,0,1,0,0,2,1,4,5,10,4,4
97568,4,1,6,0,1,7,1,1,0,0,0,1,4,3,2,4,1
97569,8,1,2,0,1,3,4,0,0,2,2,0,9,3,1,2,4
97570,8,1,1,0,1,7,1,1,0,0,0,1,4,3,7,3,1
97571,2,1,0,0,0,7,0,1,0,1,0,1,1,9,8,1,0
97572,8,1,1,0,1,5,0,0,0,0,0,0,4,9,3,1,2
97573,2,1,6,0,1,7,1,1,0,0,0,0,0,4,9,2,1
97574,7,1,1,0,1,3,0,1,0,0,0,0,9,5,11,2,1
97575,1,1,1,0,1,2,0,0,0,2,0,1,9,1,7,4,0
97576,8,1,2,0,1,1,0,1,0,0,0,1,0,5,2,4,1
97577,7,1,1,0,1,3,0,1,0,1,0,0,0,2,11,2,2
97578,6,1,1,0,1,4,0,0,0,1,0,1,7,8,1,2,4
97579,4,1,2,0,0,1,1,1,0,1,0,1,4,9,11,1,1
97580,6,1,1,0,0,0,0,0,0,0,0,1,4,1,12,4,4
97581,5,1,0,0,1,1,1,0,0,2,0,1,9,2,4,4,1
97582,7,1,6,0,1,3,0,1,0,4,3,1,0,9,9,4,1
97583,6,1,1,0,1,0,0,1,0,1,0,1,0,9,12,4,1
97584,2,1,1,0,0,3,1,1,0,0,0,1,9,8,1,2,0
97585,4,1,1,0,0,4,1,0,1,0,0,0,0,7,2,2,1
97586,2,1,1,0,1,6,0,1,0,0,0,0,0,4,11,2,4
97587,2,1,1,0,1,4,0,1,0,1,2,1,0,4,9,1,0
97588,1,1,0,0,0,0,0,0,0,1,0,1,0,8,1,4,1
97589,6,0,1,0,1,2,0,1,1,0,2,8,5,9,7,4,1
97590,4,1,2,0,0,1,2,1,0,0,0,8,4,0,11,4,4
97591,2,1,1,0,1,4,0,0,0,0,0,3,0,2,9,2,2
97592,7,1,1,0,1,6,0,1,0,0,0,1,1,2,11,1,4
97593,1,1,3,0,0,4,1,1,0,1,0,1,9,4,9,4,3
97594,1,1,4,0,0,0,0,1,0,2,3,1,9,8,2,4,0
97595,2,1,1,0,1,4,0,1,0,0,0,8,5,0,12,4,4
97596,6,1,1,0,1,3,0,1,0,0,0,8,4,4,3,4,3
97597,8,1,0,0,1,1,3,1,0,1,0,0,0,1,9,4,2
97598,8,1,1,0,0,1,1,1,0,2,0,0,9,1,7,4,0
97599,1,1,0,0,0,7,1,0,0,1,0,2,1,3,5,1,1
97600,2,1,1,0,1,0,1,0,0,1,0,1,0,2,12,0,0
97601,6,1,1,0,1,4,1,1,0,1,0,8,6,0,4,2,4
97602,7,1,1,0,0,1,0,0,0,0,0,0,3,7,11,4,3
97603,6,1,1,0,0,3,0,1,0,0,0,1,0,6,1,4,1
97604,2,1,1,0,1,4,0,0,1,2,3,1,9,0,7,4,0
97605,6,1,4,0,1,3,1,1,0,0,0,5,2,9,10,2,1
97606,7,1,4,0,1,5,0,1,0,0,0,1,9,4,7,1,0
97607,6,1,0,0,1,1,3,1,0,0,0,1,0,9,10,2,4
97608,6,0,1,0,0,4,0,0,0,0,0,1,5,9,8,3,4
97609,8,1,2,0,0,0,0,1,0,1,0,8,5,4,7,2,4
97610,6,1,2,0,0,7,1,0,0,0,0,1,9,6,9,4,4
97611,7,1,2,0,1,5,1,1,1,1,2,1,4,9,9,2,3
97612,0,1,1,0,1,6,0,1,0,3,0,1,0,5,7,4,2
97613,0,1,2,0,0,2,1,1,0,0,0,1,4,7,9,2,4
97614,6,1,1,0,1,5,0,1,0,0,0,1,7,6,12,3,1
97615,7,1,1,0,0,4,0,1,0,0,0,1,2,3,6,2,0
97616,5,1,1,0,0,0,1,1,0,1,0,1,9,9,9,4,0
97617,6,1,4,0,0,5,0,1,0,2,0,0,0,2,9,4,3
97618,6,1,1,0,1,7,1,1,0,3,0,1,4,0,9,2,4
97619,1,1,5,0,1,1,1,0,0,0,0,1,7,9,9,4,1
97620,0,1,1,0,0,7,1,1,0,3,0,1,0,8,9,4,4
97621,9,1,1,0,1,1,4,1,1,0,0,1,9,8,7,4,4
97622,5,1,1,0,1,6,4,1,0,0,0,1,4,4,1,4,1
97623,6,1,1,0,1,3,1,1,0,0,0,0,4,1,3,2,1
97624,1,1,2,0,0,5,0,1,0,0,0,1,1,9,10,2,1
97625,1,1,1,0,1,2,1,0,0,1,1,8,9,2,11,4,2
97626,5,1,1,0,1,0,4,1,0,0,0,1,0,7,10,4,4
97627,8,1,1,0,1,7,0,1,1,1,2,1,0,5,9,3,3
97628,7,1,1,0,1,6,1,1,0,0,0,1,0,0,7,4,1
97629,7,1,0,0,1,3,1,0,0,0,0,8,3,3,4,4,1
97630,3,1,1,0,1,3,0,1,0,2,0,1,0,8,10,2,4
97631,2,1,1,0,0,5,0,1,0,0,0,1,1,5,7,4,1
97632,5,1,2,0,0,4,0,1,0,2,0,1,4,7,7,4,1
97633,5,1,2,0,0,4,1,1,0,0,0,0,0,1,1,4,3
97634,5,0,1,0,1,0,0,1,0,1,0,4,0,4,7,4,2
97635,6,1,1,0,0,2,0,1,0,0,0,1,4,1,7,4,1
97636,5,1,1,0,0,0,4,1,0,0,0,8,0,8,1,4,0
97637,6,1,4,0,1,1,3,1,0,0,4,1,9,4,3,4,1
97638,1,1,1,0,1,5,0,1,0,0,0,1,2,4,8,4,2
97639,8,1,1,0,1,0,0,1,0,0,0,1,0,9,2,4,3
97640,7,1,1,0,1,5,0,1,1,0,0,8,0,3,1,2,4
97641,1,1,2,0,0,0,1,1,0,2,3,0,0,9,9,2,2
97642,3,1,6,0,1,0,1,1,0,1,0,8,1,2,1,2,3
97643,2,1,5,0,0,1,0,1,0,0,0,0,1,9,3,4,2
97644,6,1,1,0,0,1,1,1,0,2,1,1,6,6,4,1,4
97645,3,1,2,0,1,4,0,1,0,3,3,1,0,4,4,2,2
97646,3,1,2,0,0,3,0,0,0,2,1,0,9,1,8,4,4
97647,2,1,1,0,1,0,0,1,0,0,0,5,0,9,9,2,4
97648,8,1,1,0,0,3,1,0,0,3,0,0,4,9,7,4,4
97649,8,1,2,0,1,6,0,1,0,1,0,8,5,9,12,2,3
97650,1,1,0,0,1,5,0,1,0,0,0,0,0,4,9,4,4
97651,2,1,0,0,1,5,0,1,0,1,0,0,0,1,4,4,3
97652,6,1,1,0,1,6,3,1,1,0,0,1,8,3,2,4,1
97653,6,0,1,0,0,5,2,1,0,0,0,1,0,9,9,4,1
97654,8,1,1,0,0,5,1,1,1,0,0,0,3,0,4,4,2
97655,5,1,1,0,1,5,1,0,0,0,0,0,4,9,3,0,3
97656,1,1,4,0,1,1,0,1,0,0,0,0,0,4,12,4,4
97657,8,1,1,0,0,0,0,0,0,1,0,5,3,9,3,4,4
97658,4,1,2,0,1,4,0,1,0,1,0,1,6,9,8,2,1
97659,4,1,6,0,0,2,4,1,0,0,0,1,0,9,2,4,0
97660,8,1,1,0,1,7,0,1,0,1,0,1,5,9,9,2,0
97661,3,1,0,0,1,4,0,0,0,0,0,0,6,9,7,3,3
97662,7,1,4,0,1,2,0,0,1,1,0,5,4,0,9,2,1
97663,4,1,1,0,0,2,1,0,0,1,0,0,6,3,9,2,1
97664,7,1,1,0,1,6,0,1,0,1,0,1,6,2,9,1,3
97665,7,1,1,0,1,0,4,1,1,1,0,1,0,5,10,2,4
97666,1,1,1,0,1,6,0,1,0,1,0,0,9,3,9,1,4
97667,5,1,1,0,1,0,2,1,0,0,0,1,0,9,9,4,4
97668,3,1,2,0,0,0,4,1,0,1,0,1,4,6,5,4,4
97669,5,1,2,0,1,2,1,1,0,3,2,8,1,3,9,2,3
97670,7,1,1,0,1,0,0,0,0,1,2,8,9,7,9,4,0
97671,1,1,1,0,0,4,0,1,0,1,2,8,0,1,2,4,4
97672,9,1,1,0,0,0,3,0,0,0,0,0,2,4,1,4,1
97673,5,1,0,0,0,4,0,1,2,1,0,1,0,5,9,4,0
97674,6,1,1,0,0,2,1,1,0,1,0,0,0,9,5,4,0
97675,8,1,1,0,0,2,0,0,0,1,0,0,0,0,9,4,3
97676,2,1,1,0,1,7,1,1,2,0,0,8,6,5,8,4,0
97677,3,1,1,0,0,4,1,1,0,0,0,1,0,6,9,2,3
97678,4,1,2,0,0,3,3,1,0,0,0,0,1,5,12,4,4
97679,6,1,1,0,0,2,0,0,1,1,2,9,0,1,9,4,0
97680,1,1,1,0,1,3,3,1,0,0,0,1,0,1,9,2,2
97681,4,1,1,0,1,3,0,1,0,1,0,1,3,9,5,4,0
97682,5,1,0,0,1,4,0,1,0,0,0,1,5,9,10,3,2
97683,7,1,1,0,0,2,1,1,0,0,0,1,0,2,1,2,1
97684,3,1,1,0,1,1,1,1,0,0,0,1,9,4,7,4,1
97685,8,1,3,0,0,2,1,1,0,1,0,1,0,8,12,2,2
97686,6,1,1,0,1,1,3,1,0,1,0,8,1,0,1,3,2
97687,0,0,2,0,1,5,0,1,0,0,0,0,4,6,9,4,0
97688,9,1,2,0,1,0,0,1,0,1,0,0,4,7,9,4,0
97689,1,1,1,0,0,2,3,0,0,0,0,0,9,9,1,2,1
97690,1,1,2,0,1,5,1,1,0,0,0,1,7,0,3,4,3
97691,7,1,1,0,0,1,1,1,0,0,4,0,4,7,3,2,2
97692,8,1,4,0,1,3,0,1,0,1,2,0,0,0,11,2,0
97693,6,1,6,0,1,7,0,1,0,0,0,1,9,9,12,4,4
97694,6,1,2,0,0,5,0,1,0,0,0,1,7,9,9,2,3
97695,6,1,1,0,0,6,0,1,0,0,0,8,0,4,3,4,4
97696,4,1,1,0,0,7,0,1,0,1,0,1,0,9,7,3,4
97697,8,1,1,0,1,5,0,1,0,0,0,0,0,9,9,4,1
97698,6,1,4,0,0,3,1,0,0,1,3,0,0,0,9,2,1
97699,3,1,2,0,0,3,0,1,0,0,0,1,4,6,6,4,1
97700,7,1,1,0,0,5,0,1,0,3,0,1,0,1,1,4,0
97701,6,1,1,0,0,5,4,1,0,1,0,1,9,7,4,2,2
97702,7,1,1,0,1,6,3,1,0,1,0,1,4,0,1,1,1
97703,5,1,4,0,0,3,1,0,0,0,0,1,4,3,9,0,4
97704,2,1,2,0,0,4,0,1,0,2,0,1,3,1,9,3,4
97705,1,1,1,0,0,7,1,1,0,2,5,9,2,1,10,4,0
97706,6,1,0,0,1,0,1,1,0,2,0,0,7,0,10,4,3
97707,6,1,1,0,0,4,4,1,0,0,0,0,0,2,10,4,0
97708,7,1,4,0,0,4,1,0,0,0,0,0,9,1,12,4,1
97709,8,1,0,0,1,5,1,1,0,0,0,0,0,1,9,4,4
97710,5,0,1,0,0,0,4,0,0,0,0,8,6,9,9,2,4
97711,7,1,1,0,1,3,1,1,0,2,0,1,4,2,1,4,4
97712,0,1,1,0,1,7,0,1,0,1,0,1,0,6,9,4,4
97713,5,1,6,0,0,5,0,1,0,0,2,0,0,9,5,2,1
97714,2,1,2,0,0,7,0,1,0,0,0,1,4,1,12,4,3
97715,3,1,0,0,0,2,1,1,0,2,0,1,9,9,10,4,3
97716,1,1,0,0,0,0,1,0,0,3,0,5,4,9,6,2,4
97717,7,1,4,0,1,3,0,1,0,2,0,1,0,0,9,2,4
97718,1,1,1,0,0,2,1,1,0,0,0,1,4,4,12,4,1
97719,2,1,0,0,0,2,1,1,0,1,0,1,9,2,9,4,1
97720,2,1,1,0,1,1,0,1,0,1,2,3,0,0,8,4,1
97721,7,1,0,0,0,7,0,1,0,1,0,8,9,1,2,4,1
97722,5,1,4,0,0,0,1,1,0,2,0,1,1,0,0,3,2
97723,8,1,4,0,1,5,1,0,0,2,0,2,1,7,8,4,0
97724,5,1,0,0,1,7,0,1,0,0,0,1,0,7,9,4,1
97725,1,1,2,0,1,5,4,1,0,0,3,1,5,9,1,4,3
97726,2,1,0,0,1,5,0,1,0,0,0,0,7,9,7,4,3
97727,2,1,0,0,1,1,0,1,0,1,0,0,4,3,9,2,3
97728,3,1,1,1,1,0,0,1,0,2,2,0,6,9,6,4,4
97729,5,1,1,0,1,5,1,1,0,0,0,1,5,2,11,2,0
97730,8,1,1,0,0,5,2,1,0,1,2,1,0,9,4,4,1
97731,7,1,6,0,0,3,0,0,0,2,0,0,4,9,11,2,4
97732,7,1,1,0,0,4,0,0,0,1,0,1,8,1,10,4,0
97733,4,1,1,0,0,7,0,0,0,0,0,0,0,8,4,2,3
97734,1,1,1,0,1,3,0,1,0,1,0,1,7,8,3,3,2
97735,2,1,3,0,1,6,0,1,0,1,0,0,9,9,3,4,4
97736,5,1,4,0,0,6,0,0,0,1,2,1,0,8,8,4,4
97737,8,1,1,0,1,5,4,0,0,4,0,1,4,9,3,1,1
97738,1,1,1,0,0,3,0,0,0,0,0,1,0,4,3,3,0
97739,1,1,1,0,1,4,0,1,0,2,0,8,9,5,7,1,0
97740,7,1,1,0,1,0,1,1,0,2,0,1,9,3,9,2,4
97741,4,1,1,0,1,3,0,1,0,3,0,0,0,9,7,2,3
97742,7,1,2,0,1,5,1,1,0,0,0,1,1,2,9,4,0
97743,5,1,2,0,1,6,0,1,0,0,0,1,9,7,7,1,1
97744,0,1,1,0,1,5,1,1,1,2,0,0,0,6,8,2,4
97745,6,1,3,0,0,1,1,1,0,2,0,0,9,1,7,4,1
97746,1,1,0,0,0,0,1,1,0,1,0,0,3,5,9,4,1
97747,5,1,1,0,0,1,0,1,0,4,0,8,9,6,3,4,4
97748,1,1,4,0,1,6,0,1,0,0,0,0,1,9,9,4,3
97749,4,1,1,0,0,1,1,1,0,2,4,3,5,9,3,4,1
97750,1,1,1,0,1,1,1,1,0,3,0,0,0,4,7,2,3
97751,1,0,1,0,0,4,1,1,1,0,0,1,0,3,7,4,1
97752,5,1,1,0,0,3,1,1,0,2,0,1,9,9,10,4,4
97753,6,1,1,0,1,5,1,0,0,0,0,0,9,9,11,4,4
97754,4,0,2,0,1,3,1,1,0,0,3,0,1,4,11,2,4
97755,1,1,1,0,1,5,4,1,0,5,0,0,9,9,3,2,1
97756,4,1,1,0,0,2,3,1,0,1,0,1,0,9,9,2,1
97757,7,1,4,0,0,0,1,1,0,1,0,5,0,0,9,4,1
97758,7,1,2,0,1,0,0,1,0,4,0,0,7,2,9,3,1
97759,3,1,4,0,1,3,3,0,0,0,2,0,1,3,9,4,1
97760,7,1,1,0,1,2,0,0,1,0,0,1,0,9,9,4,1
97761,2,1,3,0,0,4,0,0,0,1,0,1,9,9,10,2,0
97762,6,1,0,0,0,6,0,1,1,2,0,1,7,3,9,4,1
97763,8,1,1,0,1,3,1,1,1,0,0,5,0,1,12,4,1
