,TransAmtDisc,DayOfWeek,Hour,Product,CardType,CardCategory,EmailDomain,Region,DaysSinceLastTrans,isFraud
61258,3,6,6,4,3,1,7,0,3,0
61259,1,2,23,4,2,0,3,0,0,0
61260,0,1,1,3,3,1,0,5,0,0
61261,0,2,1,4,2,0,3,0,0,0
61262,0,4,6,4,3,0,8,1,0,0
61263,1,5,9,4,3,1,9,0,1,0
61264,1,5,3,0,3,1,3,0,0,0
61265,2,5,6,4,3,0,9,0,0,0
61266,4,5,8,1,3,1,4,0,3,0
61267,2,3,6,4,2,1,7,1,3,0
61268,3,6,22,4,3,0,9,0,1,0
61269,2,5,12,4,3,1,4,0,2,0
61270,1,0,5,4,2,1,9,4,0,0
61271,1,1,4,4,3,0,4,0,3,0
61272,2,3,10,0,2,0,9,5,0,0
61273,0,5,2,4,2,1,1,0,2,0
61274,1,3,21,4,2,1,0,2,0,0
61275,4,4,2,4,2,0,3,0,0,0
61276,1,3,3,4,3,0,3,1,0,0
61277,4,1,5,4,3,0,9,0,3,0
61278,3,2,6,4,3,0,3,0,0,0
61279,2,0,14,4,3,1,3,2,0,0
61280,1,3,3,4,2,0,3,0,0,0
61281,4,0,10,4,2,0,9,0,3,0
61282,1,6,23,0,3,0,4,0,0,0
61283,1,0,20,4,3,1,3,0,2,0
61284,3,0,6,4,3,1,3,3,0,0
61285,2,3,21,4,3,1,9,0,3,0
61286,1,4,6,2,2,0,9,2,3,0
61287,1,0,8,4,2,1,4,1,3,0
61288,1,0,17,4,3,1,3,3,0,0
61289,0,6,9,4,3,1,3,0,3,0
61290,0,6,23,4,3,0,4,0,3,0
61291,0,3,1,4,3,1,1,4,0,0
61292,0,6,6,0,2,1,3,2,3,0
61293,4,2,9,0,3,0,3,5,2,0
61294,0,3,1,4,2,1,0,0,3,0
61295,3,3,1,1,3,1,3,0,0,0
61296,2,6,6,2,1,1,9,0,0,0
61297,4,4,22,4,3,1,3,5,3,0
61298,1,2,1,4,3,0,9,0,3,0
61299,2,0,8,4,2,1,9,0,0,0
61300,3,0,5,4,3,1,3,3,3,0
61301,1,0,23,4,3,1,0,0,0,0
61302,2,6,6,4,3,1,3,0,0,0
61303,1,0,2,4,3,1,1,0,3,0
61304,1,6,6,4,3,0,9,0,3,0
61305,2,2,7,4,2,1,7,0,0,0
61306,1,1,15,4,3,1,3,0,3,0
61307,2,6,8,4,3,0,0,0,3,0
61308,3,0,8,4,3,0,3,0,3,0
61309,0,1,22,4,3,1,3,4,0,0
61310,4,3,22,4,2,1,3,2,0,0
61311,4,2,11,3,3,1,3,0,0,0
61312,4,2,23,0,3,1,3,2,0,0
61313,4,2,22,4,2,1,4,0,0,0
61314,0,5,1,4,2,1,9,0,0,0
61315,1,1,9,4,3,1,4,0,0,0
61316,2,4,1,4,3,1,3,0,0,0
61317,0,6,2,4,2,1,3,0,2,0
61318,2,0,10,2,3,1,3,0,0,1
61319,1,5,7,4,3,1,9,0,3,0
61320,0,3,1,4,3,0,3,0,0,0
61321,0,0,5,4,2,1,7,0,0,0
61322,4,4,19,4,3,1,7,0,3,0
61323,0,0,23,4,1,1,5,5,3,1
61324,0,0,21,4,2,1,3,0,3,0
61325,0,2,6,4,3,0,3,2,3,0
61326,4,6,23,4,3,1,3,3,3,0
61327,1,0,22,4,2,1,9,0,0,0
61328,3,0,10,0,3,1,3,3,3,1
61329,0,4,21,4,3,1,3,0,0,0
61330,4,2,19,4,2,1,3,4,0,0
61331,1,1,7,4,3,1,1,0,3,0
61332,4,3,4,0,2,0,0,2,0,0
61333,3,0,6,4,2,1,3,5,3,0
61334,0,6,21,4,3,1,0,0,0,0
61335,2,0,14,4,2,1,7,0,0,0
61336,4,4,2,4,2,1,3,0,3,0
61337,4,0,9,0,3,1,3,0,3,0
61338,2,1,2,4,3,1,9,0,0,0
61339,1,0,1,4,2,1,9,0,0,0
61340,4,3,7,4,3,0,3,1,2,0
61341,4,3,8,4,2,0,3,4,2,0
61342,4,5,22,4,2,0,4,2,3,0
61343,0,5,20,0,3,1,3,0,0,1
61344,4,6,21,4,2,0,9,4,0,0
61345,3,6,23,4,2,1,6,0,0,0
61346,1,5,22,1,2,1,0,5,3,0
61347,1,4,6,4,3,1,9,1,0,0
61348,0,4,2,4,3,1,9,2,0,0
61349,3,5,2,4,3,0,3,0,3,0
61350,4,0,21,4,3,1,3,4,3,0
61351,2,0,10,4,3,1,0,1,3,0
61352,4,1,21,3,3,1,3,3,0,0
61353,2,0,7,0,3,1,1,4,3,0
61354,0,1,2,4,3,1,3,2,3,0
61355,0,6,5,4,2,1,1,0,3,0
61356,1,4,22,4,3,1,3,0,0,0
61357,4,3,2,4,3,0,9,4,0,0
61358,0,4,19,4,3,1,3,0,0,0
61359,3,5,22,4,3,0,3,0,0,0
61360,0,4,7,4,3,1,3,0,2,0
61361,0,6,19,0,3,0,9,0,3,0
61362,1,1,21,4,2,1,3,1,0,0
61363,3,4,20,4,2,1,3,0,0,0
61364,0,0,6,4,3,0,7,0,0,0
61365,2,4,23,4,3,1,4,0,0,0
61366,2,0,1,4,2,1,7,0,0,0
61367,1,5,6,4,3,1,1,4,0,0
61368,2,0,23,4,2,0,9,0,0,0
61369,0,6,3,4,3,1,1,4,3,0
61370,0,4,2,4,2,1,3,0,3,0
61371,3,2,8,4,3,0,9,0,0,0
61372,1,3,22,4,3,1,7,0,3,0
61373,1,2,19,4,3,1,7,0,0,0
61374,1,2,4,4,3,1,3,2,0,0
61375,4,4,23,4,3,1,4,0,0,0
61376,4,4,9,4,3,1,3,0,3,0
61377,3,6,19,4,3,1,4,0,0,0
61378,4,5,6,4,3,1,9,0,3,1
61379,2,0,20,4,3,1,0,0,0,0
61380,2,3,22,4,2,1,0,3,3,0
61381,0,6,13,4,3,1,3,0,3,0
61382,3,2,8,4,3,1,4,0,2,0
61383,2,5,11,4,2,0,1,0,3,0
61384,1,6,12,4,2,1,3,0,3,0
61385,0,6,22,0,3,1,3,5,3,0
61386,2,4,10,2,3,1,3,0,0,0
61387,1,1,8,4,3,1,3,0,3,0
61388,4,3,21,4,3,1,3,0,0,0
61389,4,2,9,4,3,0,0,0,0,0
61390,0,3,19,4,3,1,4,3,0,0
61391,3,0,2,4,3,0,1,2,0,0
61392,4,6,5,4,3,1,3,3,3,0
61393,0,0,5,4,2,0,3,3,3,0
61394,0,4,23,1,3,1,3,0,0,0
61395,1,0,5,4,2,0,3,0,3,0
61396,1,3,19,4,3,1,0,5,3,0
61397,1,4,10,4,3,1,0,0,0,0
61398,0,4,3,4,3,1,9,4,3,0
61399,3,1,6,4,2,0,3,0,3,0
61400,2,0,5,4,3,1,3,4,0,0
61401,3,2,2,4,2,1,3,0,0,0
61402,0,4,23,4,3,0,9,3,0,0
61403,1,6,10,4,3,1,0,0,0,0
61404,0,2,1,4,3,1,9,0,0,0
61405,0,1,7,4,3,1,1,2,0,0
61406,1,3,5,4,3,0,7,0,0,0
61407,3,4,14,4,3,1,9,5,3,0
61408,0,1,9,4,3,1,3,0,0,0
61409,2,2,17,4,3,1,9,0,3,0
61410,3,6,23,4,3,0,0,0,0,0
61411,3,1,18,4,3,1,9,0,3,0
61412,0,6,22,4,3,0,0,4,3,0
61413,3,6,9,4,2,0,3,0,3,0
61414,4,1,6,4,2,1,0,2,3,0
61415,4,3,10,4,2,1,4,0,3,0
61416,4,6,20,4,3,1,7,0,3,0
61417,1,3,8,4,3,0,4,2,0,0
61418,1,4,4,4,2,1,4,0,3,0
61419,0,0,12,0,3,1,4,2,3,0
61420,0,2,3,4,2,1,3,4,0,0
61421,1,2,21,4,3,1,3,0,3,0
61422,4,2,7,2,3,0,0,0,0,0
61423,0,2,19,4,2,1,3,0,0,0
61424,1,0,20,4,2,0,4,3,3,0
61425,0,2,3,4,3,1,5,5,3,0
61426,1,5,4,4,2,1,7,0,3,0
61427,3,3,9,4,3,1,0,4,0,0
61428,0,5,12,4,2,1,3,4,0,0
61429,2,0,21,4,3,0,1,2,3,0
61430,1,3,4,4,2,0,0,0,1,0
61431,0,3,4,4,1,1,1,3,0,0
61432,2,1,5,4,3,1,3,5,0,0
61433,1,1,4,4,3,1,1,0,0,0
61434,3,0,2,4,3,1,3,0,0,0
61435,2,1,9,4,3,1,9,0,3,0
61436,1,5,1,4,3,1,0,3,3,0
61437,1,2,12,4,3,1,4,2,0,0
61438,1,0,2,4,2,1,3,0,0,0
61439,0,2,21,4,3,0,3,2,0,0
61440,0,3,8,4,3,0,3,2,3,0
61441,3,0,3,4,3,0,3,0,0,0
61442,3,0,4,2,2,1,3,0,0,0
61443,0,0,4,4,3,1,3,0,0,0
61444,3,4,17,4,3,1,7,0,0,0
61445,1,6,6,4,3,1,9,4,3,0
61446,4,3,6,4,2,1,3,0,3,0
61447,0,6,23,4,2,1,9,4,3,0
61448,4,4,22,4,3,1,3,0,0,0
61449,3,3,12,4,3,1,3,0,2,0
61450,1,2,23,4,0,0,3,1,0,0
61451,1,4,22,4,3,0,3,0,0,0
61452,4,6,5,4,2,1,3,0,0,0
61453,0,1,3,2,3,0,3,0,3,0
61454,1,0,22,4,3,0,4,2,3,0
61455,3,1,7,1,3,1,3,0,3,0
61456,2,4,22,4,3,1,9,0,0,0
61457,0,4,13,3,3,0,1,2,3,0
61458,0,5,17,4,3,1,3,0,0,0
61459,0,0,9,4,3,1,3,5,0,0
61460,3,3,5,4,3,1,9,3,0,0
61461,1,6,23,1,3,1,9,0,0,0
61462,4,0,5,4,2,0,9,5,3,0
61463,1,3,21,4,3,0,7,0,3,0
61464,2,2,21,3,3,1,2,0,0,0
61465,1,3,7,4,3,1,4,0,0,0
61466,4,4,8,4,2,1,3,0,0,0
61467,1,3,4,4,2,1,9,3,0,0
61468,2,0,19,4,2,1,0,2,2,0
61469,0,2,7,4,2,1,2,0,3,0
61470,2,4,22,4,3,0,3,1,3,0
61471,1,0,22,3,2,1,1,2,3,0
61472,2,3,21,4,2,1,4,0,3,0
61473,2,3,23,4,3,1,3,5,3,0
61474,1,6,10,4,0,1,3,0,3,0
61475,3,0,9,4,3,1,3,2,3,0
61476,0,3,10,4,3,1,3,0,3,0
61477,1,0,22,4,2,0,8,0,0,0
61478,4,0,1,4,3,1,9,0,3,0
61479,1,6,8,4,2,1,1,0,3,0
61480,4,1,23,4,2,1,3,0,3,0
61481,4,5,6,4,3,0,4,5,0,0
61482,0,3,2,1,3,1,3,2,3,0
61483,1,1,21,3,3,1,7,0,0,0
61484,0,0,22,4,3,1,0,0,0,0
61485,0,3,17,4,2,0,3,0,0,0
61486,1,1,5,1,3,1,3,0,3,1
61487,4,2,2,4,3,0,3,0,0,0
61488,4,1,19,4,2,1,3,0,3,0
61489,2,4,10,4,2,1,7,1,0,0
61490,4,5,1,4,3,1,9,0,0,0
61491,4,2,6,4,3,1,3,4,3,0
61492,4,3,1,4,3,0,4,0,3,0
61493,2,5,7,4,3,1,0,2,3,0
61494,4,5,2,4,2,1,3,4,2,0
61495,0,4,5,2,2,1,5,0,0,0
61496,4,3,3,4,3,1,3,0,3,0
61497,3,1,23,4,3,1,3,3,3,0
61498,4,3,4,4,2,1,3,0,0,0
61499,2,5,22,4,3,1,3,2,0,0
61500,1,1,9,4,3,1,1,0,3,0
61501,0,4,7,4,3,1,3,0,0,0
61502,0,6,9,4,3,1,9,3,0,0
61503,0,1,21,4,2,1,9,0,2,0
61504,2,6,23,4,3,0,9,0,0,0
61505,3,6,23,4,3,0,3,5,0,0
61506,3,2,1,1,3,0,3,4,3,0
61507,2,3,2,4,3,1,3,0,2,0
61508,2,3,1,4,2,1,5,0,0,0
61509,2,1,6,2,3,1,3,1,0,0
61510,2,6,3,4,2,1,9,0,0,0
61511,1,4,2,4,0,1,3,0,2,0
61512,1,5,1,4,3,1,3,1,1,1
61513,3,2,1,1,2,0,7,0,3,1
61514,1,0,7,4,3,1,1,0,0,0
61515,3,4,7,4,2,1,3,0,2,0
61516,2,1,7,4,3,1,3,1,0,0
61517,1,2,10,4,2,1,9,0,0,0
61518,2,6,6,4,3,1,7,0,3,0
61519,2,6,7,4,3,0,9,2,3,0
61520,0,6,5,4,3,1,9,0,0,0
61521,3,1,8,4,3,1,9,0,0,0
61522,4,1,6,4,3,1,3,4,0,0
61523,1,3,5,4,3,1,9,0,0,0
61524,4,1,20,4,3,0,4,0,3,0
61525,0,0,9,3,3,1,9,0,3,0
61526,3,3,5,4,3,1,0,0,3,0
61527,2,1,14,4,3,1,3,0,1,0
61528,3,0,7,4,3,0,1,0,3,0
61529,4,2,9,4,3,1,3,4,3,0
61530,0,3,7,4,3,1,9,0,3,0
61531,1,1,5,2,2,1,4,3,0,0
61532,3,4,21,4,2,1,7,4,0,0
61533,0,0,9,4,3,0,3,5,3,1
61534,2,2,21,4,3,1,0,2,0,0
61535,3,3,23,4,2,0,4,4,0,0
61536,2,2,3,4,3,1,9,0,2,0
61537,4,6,7,4,3,1,3,0,0,0
61538,0,0,4,0,3,1,9,0,3,0
61539,4,4,21,4,2,1,3,5,0,0
61540,4,2,10,4,3,1,3,0,0,0
61541,4,3,3,4,3,1,3,0,0,0
61542,2,2,8,4,3,1,1,0,3,0
61543,4,3,5,4,3,1,3,0,3,0
61544,1,3,21,4,3,1,3,4,0,0
61545,2,5,4,4,3,0,3,0,3,0
61546,2,3,4,4,3,1,0,0,3,0
61547,0,6,3,4,3,1,3,1,3,1
61548,1,1,13,4,3,1,3,0,3,0
61549,1,4,20,4,3,0,9,0,0,0
61550,0,4,18,4,3,1,9,0,3,0
61551,4,4,21,4,3,1,3,0,0,0
61552,4,3,7,4,3,1,8,0,0,0
61553,1,0,20,4,2,1,5,0,3,0
61554,3,4,7,4,3,1,4,0,1,0
61555,4,1,4,0,3,1,0,0,0,0
61556,1,4,10,4,3,1,3,0,3,0
61557,1,6,13,3,3,1,3,0,0,0
61558,3,5,22,4,3,1,3,0,0,0
61559,3,4,4,1,2,1,3,1,3,0
61560,3,1,8,4,3,1,3,0,0,0
61561,0,5,4,4,2,1,9,4,3,0
61562,0,5,2,0,2,1,3,4,3,0
61563,2,5,18,4,3,1,9,0,0,0
61564,4,6,1,1,1,1,3,2,0,0
61565,0,2,4,4,3,0,3,0,0,0
61566,1,0,11,4,3,1,9,3,2,0
61567,3,2,2,4,2,0,7,0,3,0
61568,3,3,1,4,2,1,0,0,3,0
61569,2,6,12,4,3,1,9,0,2,0
61570,2,3,9,4,3,1,3,0,0,0
61571,0,3,15,4,3,1,3,0,0,0
61572,3,5,7,4,3,1,3,0,0,0
61573,4,4,18,4,3,1,9,0,0,0
61574,4,4,18,4,3,1,4,0,3,0
61575,1,2,6,4,3,1,3,2,0,0
61576,0,3,5,4,2,1,1,0,0,0
61577,1,3,19,4,3,1,9,4,3,0
61578,3,5,5,4,3,1,3,2,0,0
61579,3,1,5,2,2,0,7,3,0,0
61580,4,5,4,4,3,0,9,0,0,0
61581,0,4,5,4,3,0,3,5,0,0
61582,4,3,21,4,3,0,7,0,3,0
61583,1,2,3,4,3,0,9,3,0,0
61584,2,2,2,4,2,1,4,0,0,0
61585,2,2,2,4,3,1,4,0,0,0
61586,2,6,2,0,3,1,1,0,0,0
61587,4,4,9,4,2,1,9,0,0,0
61588,3,2,20,4,2,1,9,0,3,0
61589,4,3,23,4,3,1,3,3,3,0
61590,0,2,8,4,3,1,3,0,0,0
61591,0,1,10,4,2,1,0,3,0,0
61592,2,2,5,4,3,1,9,1,3,0
61593,1,3,8,2,3,1,1,0,0,0
61594,0,6,4,4,2,1,0,0,0,0
61595,2,6,23,2,3,1,9,2,0,0
61596,1,2,5,4,2,1,0,0,3,0
61597,4,2,12,4,2,1,3,0,0,0
61598,0,5,10,3,2,1,3,0,0,0
61599,4,6,8,4,2,1,4,0,3,0
61600,0,4,12,4,1,1,0,0,3,0
61601,3,5,22,2,3,0,9,0,0,0
61602,3,3,2,4,3,1,5,0,0,0
61603,1,2,6,1,3,0,3,0,0,0
61604,4,6,22,4,3,1,3,0,0,0
61605,0,5,13,4,3,1,3,0,0,0
61606,2,1,6,1,3,0,3,0,3,0
61607,0,1,20,4,3,0,0,5,0,0
61608,0,0,5,4,3,1,4,0,3,0
61609,3,0,1,3,3,1,3,0,0,0
61610,4,3,6,4,3,1,3,0,3,1
61611,1,6,2,4,2,0,9,0,0,0
61612,0,1,4,4,2,1,1,0,0,0
61613,1,1,4,4,3,1,9,0,3,0
61614,0,1,21,4,3,0,2,4,0,0
61615,4,0,2,4,3,1,3,3,3,0
61616,1,2,2,4,3,1,8,4,3,0
61617,4,5,0,4,3,1,3,5,3,0
61618,2,2,5,4,3,1,3,0,3,0
61619,2,0,21,4,3,1,3,1,3,0
61620,1,0,22,4,3,1,9,0,0,0
61621,4,6,6,4,2,1,3,4,0,0
61622,4,5,6,0,2,0,9,0,2,1
61623,1,0,22,4,2,1,3,2,3,0
61624,4,5,6,4,2,1,3,0,0,0
61625,4,3,12,4,2,1,3,2,0,0
61626,0,2,1,4,3,1,9,0,3,0
61627,3,2,13,4,3,1,3,2,3,0
61628,0,5,4,4,2,1,7,0,3,0
61629,3,5,2,4,2,1,0,3,3,0
61630,2,4,2,4,2,1,9,1,3,0
61631,1,1,3,4,3,1,3,0,0,0
61632,0,2,23,4,3,1,3,5,3,0
61633,0,6,23,4,3,1,3,4,0,0
61634,2,2,23,4,3,1,3,4,0,0
61635,0,6,0,0,2,1,0,5,0,0
61636,3,6,6,4,2,0,1,0,3,0
61637,3,6,20,4,1,1,4,0,2,0
61638,3,3,5,4,2,0,4,3,3,0
61639,4,4,13,0,3,1,1,2,2,0
61640,4,4,23,4,3,1,3,0,0,0
61641,1,2,1,4,3,1,9,0,0,0
61642,3,6,2,4,3,0,3,0,3,0
61643,0,6,23,4,3,1,0,2,3,1
61644,1,0,20,4,3,1,4,3,0,0
61645,1,3,2,0,3,1,3,0,2,0
61646,0,1,4,4,2,1,9,2,2,0
61647,1,3,23,0,3,1,4,0,3,0
61648,0,0,20,4,3,1,9,0,2,0
61649,3,2,10,4,2,0,3,0,3,0
61650,3,3,5,4,2,1,3,0,3,0
61651,0,0,22,4,2,1,4,0,3,0
61652,3,5,23,4,3,1,7,0,3,0
61653,4,1,5,4,3,1,3,0,3,0
61654,3,2,0,4,2,1,1,0,3,0
61655,3,1,6,3,3,1,8,5,3,1
61656,0,6,9,4,3,1,7,0,3,0
61657,2,1,7,4,3,1,9,0,3,0
61658,3,1,4,4,2,1,3,2,3,0
61659,2,3,7,0,3,0,3,0,0,0
61660,0,3,21,1,3,1,9,4,3,1
61661,0,0,18,4,3,1,9,0,3,0
61662,4,2,6,4,3,1,7,0,3,0
61663,1,4,23,4,3,1,0,0,3,0
61664,4,5,22,4,3,1,3,2,0,0
61665,2,4,23,4,2,1,9,0,0,0
61666,0,3,4,4,2,0,3,3,0,0
61667,1,0,6,4,3,0,3,0,0,0
61668,2,1,23,4,2,1,7,0,0,0
61669,3,6,4,4,3,1,0,0,0,0
61670,4,1,1,4,2,0,3,1,0,0
61671,4,5,8,3,3,1,3,0,3,0
61672,0,4,21,4,0,1,3,0,0,0
61673,4,0,7,4,3,0,3,0,1,0
61674,4,2,21,3,3,1,1,1,0,0
61675,0,1,8,0,3,0,3,1,2,1
61676,3,0,9,4,0,1,3,0,0,0
61677,1,1,9,2,3,1,1,0,3,0
61678,4,5,9,4,3,1,3,0,3,0
61679,2,2,16,4,3,1,3,1,3,0
61680,0,5,21,4,3,1,3,0,0,0
61681,0,6,10,4,3,0,3,4,0,0
61682,2,2,7,4,2,0,3,0,0,0
61683,4,2,9,4,3,0,0,0,3,0
61684,3,6,22,4,3,1,4,0,3,0
61685,4,3,4,4,3,1,1,1,3,0
61686,3,1,21,4,3,1,7,0,0,0
61687,1,5,3,4,2,0,9,0,0,0
61688,1,1,1,4,3,1,9,0,3,0
61689,3,0,6,4,1,1,3,0,0,0
61690,4,3,9,4,3,1,9,0,3,0
61691,1,4,5,4,3,1,3,0,0,0
61692,0,4,10,4,3,0,4,0,0,0
61693,1,3,5,2,3,1,5,0,3,0
61694,4,3,20,4,3,1,2,4,0,0
61695,0,1,6,0,3,1,4,0,3,0
61696,0,1,2,4,3,1,2,0,2,0
61697,4,5,9,4,3,1,3,0,3,0
61698,0,2,7,4,2,1,9,2,0,0
61699,2,4,6,4,3,1,3,4,0,0
61700,1,6,1,4,3,1,9,4,3,0
61701,2,4,19,4,2,1,3,0,0,0
61702,4,1,5,4,3,1,7,2,0,0
61703,3,2,3,0,2,1,3,0,3,0
61704,2,2,22,4,2,1,3,4,3,0
61705,2,4,13,4,2,1,3,0,0,0
61706,3,1,7,4,3,1,3,0,3,0
61707,1,3,1,4,3,1,3,0,3,0
61708,4,0,6,4,3,1,9,0,3,0
61709,2,6,4,4,3,0,1,0,0,0
61710,2,4,20,4,3,1,3,0,0,0
61711,0,0,7,4,3,1,9,0,0,0
61712,0,1,20,4,3,0,3,0,3,0
61713,4,1,5,0,3,1,8,0,0,0
61714,4,2,7,4,3,0,9,0,0,0
61715,2,3,3,0,3,0,3,0,3,0
61716,0,3,6,0,2,1,3,0,0,0
61717,4,4,9,0,3,1,9,0,0,0
61718,0,5,2,4,3,0,3,4,2,0
61719,0,5,9,4,3,0,3,0,0,0
61720,4,1,2,4,0,1,3,0,2,0
61721,4,5,1,4,2,1,7,0,0,0
61722,3,6,2,4,2,0,3,1,0,0
61723,2,6,8,4,3,0,9,1,3,0
61724,2,0,19,4,2,1,3,3,3,0
61725,1,3,4,4,2,1,9,3,3,0
61726,4,3,1,4,2,1,3,3,0,0
61727,1,6,3,0,3,0,3,0,3,1
61728,3,2,2,4,3,1,3,4,0,0
61729,0,0,4,4,3,1,3,0,3,0
61730,1,6,2,4,2,1,4,0,0,0
61731,1,3,6,0,1,1,3,0,0,0
61732,4,6,5,4,3,1,3,0,3,0
61733,0,5,7,4,3,1,9,0,0,0
61734,1,6,5,0,3,1,9,0,3,0
61735,0,0,7,4,3,0,2,1,1,0
61736,2,3,1,4,3,1,3,0,3,0
61737,0,4,21,4,2,1,9,0,0,0
61738,2,2,20,4,3,1,3,3,3,0
61739,2,0,6,4,3,1,9,5,3,0
61740,4,2,17,4,2,1,3,0,3,0
61741,4,4,8,4,3,0,9,1,0,0
61742,3,3,20,4,2,1,3,1,0,0
61743,2,3,21,4,3,1,9,3,0,0
61744,0,2,8,0,2,0,3,3,0,0
61745,0,4,23,4,3,1,9,5,3,0
61746,0,3,1,4,3,0,9,3,0,0
61747,0,3,23,4,3,0,5,3,0,0
61748,1,6,23,4,3,1,8,0,0,0
61749,1,4,3,4,3,1,9,0,0,0
61750,4,3,15,4,3,1,3,0,2,0
61751,2,3,9,4,3,0,1,0,2,0
61752,3,1,8,4,3,1,7,0,2,0
61753,2,3,10,4,2,1,3,0,0,0
61754,0,3,2,4,3,1,3,1,0,0
61755,4,2,2,4,3,0,3,5,3,0
61756,3,5,4,4,3,1,3,0,3,0
61757,3,2,12,4,1,1,9,0,0,0
61758,2,6,6,4,1,1,7,5,0,0
61759,3,2,7,4,3,1,3,2,0,0
61760,3,4,3,4,2,1,9,0,0,1
61761,0,1,1,4,3,0,3,0,3,0
61762,0,6,23,0,3,1,3,5,3,0
61763,2,0,4,2,3,0,0,0,0,0
61764,2,3,7,0,2,1,7,4,3,0
61765,4,6,23,4,3,1,9,1,3,0
61766,0,5,6,4,2,0,3,2,3,0
61767,3,5,18,4,2,0,9,4,3,0
61768,3,2,6,4,3,1,3,0,0,1
61769,2,0,9,4,3,1,3,0,0,0
61770,4,2,9,4,3,1,3,4,1,0
61771,0,1,22,4,3,1,9,0,0,0
61772,0,5,4,4,3,0,3,0,0,0
61773,3,6,10,4,2,1,3,3,0,0
61774,3,3,10,4,3,0,7,0,0,0
61775,1,3,19,1,3,1,3,3,3,0
61776,0,3,12,4,3,1,9,5,0,0
61777,0,4,6,4,3,1,3,0,3,0
61778,2,1,8,4,2,1,1,3,2,0
61779,3,4,21,2,3,1,3,0,0,0
61780,0,6,1,4,2,1,7,2,3,0
61781,4,0,22,4,2,1,3,5,0,0
61782,0,6,23,4,3,1,9,0,0,0
61783,3,3,5,2,3,1,9,0,0,0
61784,0,4,7,4,3,1,4,0,3,0
61785,0,1,6,4,2,0,7,3,0,0
61786,0,3,20,4,3,0,3,0,0,0
61787,2,1,3,4,3,0,3,0,3,0
61788,4,6,1,4,3,1,3,0,3,0
61789,3,3,3,4,3,0,3,0,2,0
61790,4,5,8,4,3,1,3,5,3,0
61791,0,2,7,4,3,1,0,1,3,0
61792,1,4,20,2,3,1,3,3,0,0
61793,0,3,21,4,3,0,3,0,0,0
61794,1,2,1,1,2,1,3,0,0,0
61795,0,5,1,4,3,1,8,0,0,0
61796,0,1,1,4,3,1,1,0,3,0
61797,2,4,3,4,2,1,9,0,3,0
61798,1,5,10,4,2,1,7,0,3,0
61799,3,4,19,4,2,1,3,0,0,0
61800,0,3,3,1,2,0,3,4,0,0
61801,1,3,6,0,3,0,3,0,3,0
61802,4,4,20,4,3,1,3,0,0,0
61803,0,1,4,4,3,1,1,0,0,0
61804,4,2,23,4,3,0,9,3,3,0
61805,3,2,6,4,3,1,1,1,0,0
61806,1,2,7,4,3,1,3,2,3,0
61807,1,0,3,4,3,1,4,0,0,0
61808,4,3,22,4,2,1,0,5,2,0
61809,4,2,2,0,3,1,3,4,3,0
61810,2,0,6,4,2,0,3,1,0,0
61811,3,5,8,2,3,1,1,0,0,0
61812,4,0,7,4,2,1,3,3,0,0
61813,1,0,7,4,3,1,4,4,1,0
61814,3,3,2,1,3,1,3,1,0,0
61815,0,4,23,4,3,1,3,0,0,0
61816,0,1,21,4,2,1,9,0,0,0
61817,3,1,19,4,2,1,9,3,0,0
61818,2,3,19,4,3,1,3,0,3,0
61819,2,4,23,4,3,1,3,0,0,0
61820,4,5,6,4,3,1,3,0,0,0
61821,1,2,23,4,3,1,1,5,0,0
61822,3,1,6,4,1,1,3,0,0,0
61823,0,2,2,4,3,0,3,0,0,0
61824,0,6,8,0,3,0,3,1,3,1
61825,0,2,2,4,3,0,3,0,3,0
61826,1,3,23,0,3,0,9,5,3,0
61827,3,1,20,4,3,1,3,0,0,0
61828,4,4,21,4,2,1,3,0,0,0
61829,0,2,4,4,3,0,3,0,0,0
61830,3,4,2,4,3,1,3,0,0,0
61831,4,1,5,4,3,1,3,0,3,0
61832,4,6,1,0,3,1,3,0,0,0
61833,2,5,2,4,3,1,3,0,0,0
61834,1,2,21,4,2,1,9,3,0,0
61835,3,6,8,4,2,1,9,0,0,0
61836,4,4,4,4,2,0,9,0,3,0
61837,1,1,7,4,3,1,0,0,0,0
61838,4,4,2,4,3,1,9,4,0,0
61839,1,2,4,4,2,1,0,3,0,0
61840,4,2,2,4,3,1,3,1,3,0
61841,0,0,3,4,3,1,9,0,3,0
61842,1,5,1,4,3,1,3,2,2,0
61843,1,2,3,4,3,1,9,0,0,0
61844,1,1,3,4,3,1,3,0,3,0
61845,1,0,19,4,3,1,3,3,3,0
61846,1,5,22,0,2,1,3,4,2,0
61847,1,3,4,0,3,1,8,0,3,0
61848,2,3,6,4,3,1,7,1,3,0
61849,2,6,1,4,3,1,3,5,3,0
61850,1,6,8,4,3,1,3,2,0,0
61851,1,6,3,4,3,1,9,0,0,0
61852,0,2,10,4,3,1,7,0,3,0
61853,0,4,10,4,3,1,3,0,0,0
61854,1,3,12,4,3,1,3,0,3,0
61855,2,4,8,4,2,1,3,0,0,0
61856,3,0,23,4,3,0,9,0,0,0
61857,3,6,3,0,2,0,3,0,0,0
61858,3,5,9,4,3,0,9,0,3,0
61859,4,4,20,2,2,1,6,4,0,0
61860,3,2,23,4,2,1,9,0,3,0
61861,4,6,12,4,3,1,3,0,3,0
61862,3,4,2,4,3,1,1,0,3,0
61863,3,4,8,4,3,1,3,4,3,0
